S.No.,Date,Temperature (Celsius),Temperature (Kelvin),Temperature (Fahrenheit),Precipitation (mm),Wind Speed (km/h)
17564,01-02-58,5,278.15,41,1.685392268,33
17565,02-02-58,-10,263.15,14,8.197532127,32
17566,03-02-58,16,289.15,60.8,8.420216934,3
17567,04-02-58,10,283.15,50,3.545697347,10
17568,05-02-58,-5,268.15,23,9.811115077,1
17569,06-02-58,29,302.15,84.2,7.789603887,6
17570,07-02-58,17,290.15,62.6,7.403071786,36
17571,08-02-58,-8,265.15,17.6,5.779732459,25
17572,09-02-58,19,292.15,66.2,4.815062609,43
17573,10-02-58,9,282.15,48.2,3.696523149,18
17574,11-02-58,14,287.15,57.2,6.52758181,0
17575,12-02-58,24,297.15,75.2,1.647102648,17
17576,13-02-58,7,280.15,44.6,6.138956852,4
17577,14-02-58,3,276.15,37.4,3.245561564,35
17578,15-02-58,6,279.15,42.8,5.281717997,25
17579,16-02-58,9,282.15,48.2,8.192667983,23
17580,17-02-58,15,288.15,59,4.124052131,26
17581,18-02-58,16,289.15,60.8,8.740180366,31
17582,19-02-58,17,290.15,62.6,0.464106084,27
17583,20-02-58,9,282.15,48.2,8.134438226,13
17584,21-02-58,29,302.15,84.2,4.179647247,17
17585,22-02-58,-1,272.15,30.2,5.41535881,11
17586,23-02-58,0,273.15,32,4.51857795,48
17587,24-02-58,3,276.15,37.4,7.66898859,47
17588,25-02-58,-7,266.15,19.4,8.084408677,24
17589,26-02-58,2,275.15,35.6,8.575805992,26
17590,27-02-58,9,282.15,48.2,0.104487554,19
17591,28-02-58,27,300.15,80.6,3.92703017,32
17592,01-03-58,-10,263.15,14,7.419867022,44
17593,02-03-58,23,296.15,73.4,1.820685133,7
17594,03-03-58,10,283.15,50,1.619253877,37
17595,04-03-58,28,301.15,82.4,5.665760192,27
17596,05-03-58,30,303.15,86,0.145136584,35
17597,06-03-58,17,290.15,62.6,1.224171423,29
17598,07-03-58,9,282.15,48.2,6.270120881,34
17599,08-03-58,23,296.15,73.4,7.525442136,8
17600,09-03-58,21,294.15,69.8,6.837299273,40
17601,10-03-58,-3,270.15,26.6,1.702409112,19
17602,11-03-58,1,274.15,33.8,7.880487437,6
17603,12-03-58,25,298.15,77,2.484279473,37
17604,13-03-58,3,276.15,37.4,5.315310682,27
17605,14-03-58,-4,269.15,24.8,3.868285861,13
17606,15-03-58,-4,269.15,24.8,2.245651422,1
17607,16-03-58,-8,265.15,17.6,4.486311444,44
17608,17-03-58,29,302.15,84.2,4.921777875,24
17609,18-03-58,4,277.15,39.2,7.039973618,40
17610,19-03-58,3,276.15,37.4,5.382406425,43
17611,20-03-58,9,282.15,48.2,3.591025408,16
17612,21-03-58,10,283.15,50,5.643663346,22
17613,22-03-58,7,280.15,44.6,2.863608875,17
17614,23-03-58,-10,263.15,14,9.866440273,42
17615,24-03-58,20,293.15,68,8.328696763,43
17616,25-03-58,12,285.15,53.6,5.085404833,38
17617,26-03-58,14,287.15,57.2,5.871568939,17
17618,27-03-58,20,293.15,68,6.044458785,38
17619,28-03-58,29,302.15,84.2,5.920666504,46
17620,29-03-58,-6,267.15,21.2,5.909802301,39
17621,30-03-58,29,302.15,84.2,1.967753373,25
17622,31-03-58,18,291.15,64.4,1.836768966,37
17623,01-04-58,20,293.15,68,3.156562926,4
17624,02-04-58,21,294.15,69.8,1.199197294,42
17625,03-04-58,5,278.15,41,2.263325742,18
17626,04-04-58,13,286.15,55.4,7.5030307,16
17627,05-04-58,-7,266.15,19.4,9.684292767,30
17628,06-04-58,7,280.15,44.6,6.801276194,41
17629,07-04-58,19,292.15,66.2,9.590452266,46
17630,08-04-58,7,280.15,44.6,5.009641859,21
17631,09-04-58,6,279.15,42.8,1.203529515,2
17632,10-04-58,24,297.15,75.2,3.576436809,50
17633,11-04-58,10,283.15,50,6.991697927,16
17634,12-04-58,-1,272.15,30.2,6.516707905,18
17635,13-04-58,4,277.15,39.2,6.024229223,43
17636,14-04-58,17,290.15,62.6,2.368009014,48
17637,15-04-58,-2,271.15,28.4,8.772413201,45
17638,16-04-58,-10,263.15,14,1.936171006,28
17639,17-04-58,22,295.15,71.6,4.026213743,42
17640,18-04-58,22,295.15,71.6,3.533616781,48
17641,19-04-58,23,296.15,73.4,8.123541216,47
17642,20-04-58,26,299.15,78.8,6.451490523,24
17643,21-04-58,-10,263.15,14,9.928214043,17
17644,22-04-58,10,283.15,50,3.633160891,43
17645,23-04-58,8,281.15,46.4,6.911992692,3
17646,24-04-58,20,293.15,68,7.882165333,6
17647,25-04-58,-4,269.15,24.8,0.56049412,14
17648,26-04-58,2,275.15,35.6,3.63444871,25
17649,27-04-58,11,284.15,51.8,8.900084008,25
17650,28-04-58,-3,270.15,26.6,8.667917194,21
17651,29-04-58,22,295.15,71.6,1.708135463,12
17652,30-04-58,12,285.15,53.6,7.963632506,22
17653,01-05-58,9,282.15,48.2,9.072140756,2
17654,02-05-58,-6,267.15,21.2,3.06924096,8
17655,03-05-58,9,282.15,48.2,1.105050656,46
17656,04-05-58,9,282.15,48.2,1.88518674,12
17657,05-05-58,5,278.15,41,0.26173804,47
17658,06-05-58,7,280.15,44.6,2.143676014,7
17659,07-05-58,-7,266.15,19.4,5.497702225,22
17660,08-05-58,20,293.15,68,1.5262319,37
17661,09-05-58,24,297.15,75.2,7.436497458,45
17662,10-05-58,19,292.15,66.2,4.099772089,16
17663,11-05-58,-9,264.15,15.8,0.942562355,30
17664,12-05-58,7,280.15,44.6,8.041396885,41
17665,13-05-58,24,297.15,75.2,7.571626032,13
17666,14-05-58,12,285.15,53.6,9.55326247,45
17667,15-05-58,-3,270.15,26.6,7.994241125,2
17668,16-05-58,10,283.15,50,9.663490793,34
17669,17-05-58,9,282.15,48.2,3.858025829,46
17670,18-05-58,-10,263.15,14,2.695165779,20
17671,19-05-58,24,297.15,75.2,4.266995634,11
17672,20-05-58,27,300.15,80.6,9.101482359,48
17673,21-05-58,-4,269.15,24.8,9.862526366,27
17674,22-05-58,18,291.15,64.4,2.4166801,12
17675,23-05-58,26,299.15,78.8,2.902119443,19
17676,24-05-58,2,275.15,35.6,5.93922234,7
17677,25-05-58,3,276.15,37.4,9.222688408,6
17678,26-05-58,-1,272.15,30.2,1.997323835,5
17679,27-05-58,-8,265.15,17.6,6.951122066,44
17680,28-05-58,0,273.15,32,9.90625153,45
17681,29-05-58,-3,270.15,26.6,3.221215999,26
17682,30-05-58,-4,269.15,24.8,6.287279104,49
17683,31-05-58,-9,264.15,15.8,7.010284637,5
17684,01-06-58,-2,271.15,28.4,8.613778288,34
17685,02-06-58,15,288.15,59,0.199335254,50
17686,03-06-58,-3,270.15,26.6,5.495865621,22
17687,04-06-58,12,285.15,53.6,3.909160577,14
17688,05-06-58,13,286.15,55.4,4.622794985,5
17689,06-06-58,7,280.15,44.6,6.46831162,37
17690,07-06-58,24,297.15,75.2,3.442715807,40
17691,08-06-58,23,296.15,73.4,5.383432027,3
17692,09-06-58,14,287.15,57.2,9.616523967,37
17693,10-06-58,20,293.15,68,6.410336595,33
17694,11-06-58,6,279.15,42.8,1.678174769,29
17695,12-06-58,17,290.15,62.6,4.812803219,3
17696,13-06-58,-9,264.15,15.8,4.448547799,28
17697,14-06-58,8,281.15,46.4,0.66830905,0
17698,15-06-58,10,283.15,50,9.763533195,40
17699,16-06-58,19,292.15,66.2,9.629212015,9
17700,17-06-58,24,297.15,75.2,7.003335985,4
17701,18-06-58,11,284.15,51.8,8.36011859,21
17702,19-06-58,27,300.15,80.6,1.889887535,46
17703,20-06-58,-4,269.15,24.8,5.707761246,48
17704,21-06-58,9,282.15,48.2,7.905777738,39
17705,22-06-58,2,275.15,35.6,8.429477251,19
17706,23-06-58,20,293.15,68,3.078411546,22
17707,24-06-58,13,286.15,55.4,4.36809675,32
17708,25-06-58,29,302.15,84.2,2.622982313,21
17709,26-06-58,7,280.15,44.6,3.120560213,25
17710,27-06-58,16,289.15,60.8,1.740464022,26
17711,28-06-58,-7,266.15,19.4,1.969273522,13
17712,29-06-58,6,279.15,42.8,8.758301932,22
17713,30-06-58,-7,266.15,19.4,8.061852164,9
17714,01-07-58,-2,271.15,28.4,4.605369121,20
17715,02-07-58,20,293.15,68,5.716336323,47
17716,03-07-58,-1,272.15,30.2,6.087950377,15
17717,04-07-58,9,282.15,48.2,3.698693409,43
17718,05-07-58,9,282.15,48.2,3.890226267,25
17719,06-07-58,25,298.15,77,1.606290194,38
17720,07-07-58,2,275.15,35.6,6.001816343,25
17721,08-07-58,-1,272.15,30.2,7.870005317,27
17722,09-07-58,27,300.15,80.6,0.537362609,36
17723,10-07-58,13,286.15,55.4,7.318687991,48
17724,11-07-58,15,288.15,59,3.559449445,6
17725,12-07-58,19,292.15,66.2,8.111289271,41
17726,13-07-58,-9,264.15,15.8,6.427202401,22
17727,14-07-58,7,280.15,44.6,5.072533649,17
17728,15-07-58,23,296.15,73.4,5.05466969,30
17729,16-07-58,14,287.15,57.2,0.002087381,2
17730,17-07-58,17,290.15,62.6,3.736128414,9
17731,18-07-58,-1,272.15,30.2,6.714911044,37
17732,19-07-58,26,299.15,78.8,0.975212882,4
17733,20-07-58,11,284.15,51.8,4.361209634,32
17734,21-07-58,20,293.15,68,3.590904786,38
17735,22-07-58,24,297.15,75.2,1.957882045,5
17736,23-07-58,2,275.15,35.6,9.941287801,36
17737,24-07-58,21,294.15,69.8,6.780808961,44
17738,25-07-58,28,301.15,82.4,0.341835023,45
17739,26-07-58,5,278.15,41,6.482530082,13
17740,27-07-58,28,301.15,82.4,5.039242358,5
17741,28-07-58,5,278.15,41,5.645545653,38
17742,29-07-58,16,289.15,60.8,7.471803229,27
17743,30-07-58,5,278.15,41,7.963157635,36
17744,31-07-58,-10,263.15,14,7.85510957,15
17745,01-08-58,4,277.15,39.2,6.414918465,22
17746,02-08-58,17,290.15,62.6,3.993861169,16
17747,03-08-58,8,281.15,46.4,6.587363871,8
17748,04-08-58,-6,267.15,21.2,4.078588287,22
17749,05-08-58,1,274.15,33.8,6.241135526,49
17750,06-08-58,13,286.15,55.4,1.519333155,18
17751,07-08-58,7,280.15,44.6,7.978288466,15
17752,08-08-58,10,283.15,50,6.340092081,21
17753,09-08-58,-10,263.15,14,7.747396039,8
17754,10-08-58,30,303.15,86,7.924198708,13
17755,11-08-58,19,292.15,66.2,4.879832364,1
17756,12-08-58,29,302.15,84.2,6.931492817,24
17757,13-08-58,-10,263.15,14,4.688729136,21
17758,14-08-58,12,285.15,53.6,4.014785138,11
17759,15-08-58,24,297.15,75.2,1.760548638,16
17760,16-08-58,-10,263.15,14,7.38045772,3
17761,17-08-58,-6,267.15,21.2,8.983928287,35
17762,18-08-58,10,283.15,50,2.630053759,34
17763,19-08-58,13,286.15,55.4,1.507362239,4
17764,20-08-58,-5,268.15,23,7.676276813,18
17765,21-08-58,27,300.15,80.6,2.504023842,39
17766,22-08-58,-9,264.15,15.8,1.216847598,16
17767,23-08-58,3,276.15,37.4,4.498200115,32
17768,24-08-58,-4,269.15,24.8,9.926596124,5
17769,25-08-58,-1,272.15,30.2,2.709784763,44
17770,26-08-58,9,282.15,48.2,7.809573019,34
17771,27-08-58,28,301.15,82.4,0.098926809,7
17772,28-08-58,12,285.15,53.6,1.875806727,9
17773,29-08-58,-6,267.15,21.2,3.256167514,1
17774,30-08-58,6,279.15,42.8,9.632945542,5
17775,31-08-58,-4,269.15,24.8,2.116181545,35
17776,01-09-58,24,297.15,75.2,8.334517144,21
17777,02-09-58,15,288.15,59,8.34742014,47
17778,03-09-58,-5,268.15,23,6.298055965,42
17779,04-09-58,-2,271.15,28.4,9.553056262,8
17780,05-09-58,-5,268.15,23,5.851283807,4
17781,06-09-58,2,275.15,35.6,9.968672282,3
17782,07-09-58,21,294.15,69.8,5.422285649,16
17783,08-09-58,9,282.15,48.2,9.903599926,23
17784,09-09-58,28,301.15,82.4,3.582966957,20
17785,10-09-58,16,289.15,60.8,8.465442205,44
17786,11-09-58,15,288.15,59,8.763621075,37
17787,12-09-58,13,286.15,55.4,7.24096391,45
17788,13-09-58,7,280.15,44.6,8.79939721,36
17789,14-09-58,-6,267.15,21.2,7.520968367,41
17790,15-09-58,-9,264.15,15.8,9.517754656,11
17791,16-09-58,30,303.15,86,8.858673266,3
17792,17-09-58,6,279.15,42.8,4.450266424,42
17793,18-09-58,29,302.15,84.2,8.661614718,37
17794,19-09-58,4,277.15,39.2,7.640865725,28
17795,20-09-58,-4,269.15,24.8,9.966758311,47
17796,21-09-58,26,299.15,78.8,1.130625683,47
17797,22-09-58,29,302.15,84.2,3.773834887,44
17798,23-09-58,17,290.15,62.6,9.565744379,3
17799,24-09-58,-10,263.15,14,6.387355834,36
17800,25-09-58,22,295.15,71.6,1.625057779,13
17801,26-09-58,16,289.15,60.8,4.73032332,0
17802,27-09-58,18,291.15,64.4,3.294095395,23
17803,28-09-58,29,302.15,84.2,4.607553031,47
17804,29-09-58,0,273.15,32,6.220480088,21
17805,30-09-58,-3,270.15,26.6,1.870299229,28
17806,01-10-58,19,292.15,66.2,1.941057569,47
17807,02-10-58,-7,266.15,19.4,8.254561937,24
17808,03-10-58,9,282.15,48.2,1.628324457,45
17809,04-10-58,-3,270.15,26.6,5.82228117,49
17810,05-10-58,-2,271.15,28.4,9.602341641,40
17811,06-10-58,12,285.15,53.6,9.499281196,31
17812,07-10-58,28,301.15,82.4,6.171564936,2
17813,08-10-58,-1,272.15,30.2,5.172464605,43
17814,09-10-58,-7,266.15,19.4,5.973653715,32
17815,10-10-58,21,294.15,69.8,4.752751622,30
17816,11-10-58,19,292.15,66.2,5.966539792,8
17817,12-10-58,9,282.15,48.2,3.000786726,13
17818,13-10-58,8,281.15,46.4,7.196625016,19
17819,14-10-58,16,289.15,60.8,3.416131602,38
17820,15-10-58,4,277.15,39.2,7.724513071,30
17821,16-10-58,25,298.15,77,1.674946455,25
17822,17-10-58,1,274.15,33.8,5.153679677,17
17823,18-10-58,3,276.15,37.4,8.466711478,9
17824,19-10-58,9,282.15,48.2,4.078069248,41
17825,20-10-58,26,299.15,78.8,7.131472528,24
17826,21-10-58,8,281.15,46.4,1.1083096,47
17827,22-10-58,26,299.15,78.8,0.681349562,45
17828,23-10-58,-4,269.15,24.8,0.466367436,17
17829,24-10-58,-9,264.15,15.8,1.063330351,1
17830,25-10-58,9,282.15,48.2,7.970423095,36
17831,26-10-58,-10,263.15,14,5.033481189,0
17832,27-10-58,4,277.15,39.2,1.149219643,47
17833,28-10-58,28,301.15,82.4,4.905977283,48
17834,29-10-58,9,282.15,48.2,2.129546832,42
17835,30-10-58,13,286.15,55.4,3.933376014,25
17836,31-10-58,17,290.15,62.6,6.555908452,44
17837,01-11-58,-5,268.15,23,8.571776149,29
17838,02-11-58,18,291.15,64.4,9.960096482,17
17839,03-11-58,10,283.15,50,5.583610858,2
17840,04-11-58,17,290.15,62.6,4.268505647,19
17841,05-11-58,1,274.15,33.8,6.97780776,19
17842,06-11-58,-8,265.15,17.6,4.080246683,45
17843,07-11-58,23,296.15,73.4,2.613033131,0
17844,08-11-58,13,286.15,55.4,2.351450985,39
17845,09-11-58,-4,269.15,24.8,2.629987082,38
17846,10-11-58,2,275.15,35.6,2.939878114,20
17847,11-11-58,19,292.15,66.2,4.263069158,2
17848,12-11-58,15,288.15,59,7.795688285,5
17849,13-11-58,30,303.15,86,1.627272434,0
17850,14-11-58,4,277.15,39.2,6.949354228,29
17851,15-11-58,4,277.15,39.2,0.499232592,37
17852,16-11-58,24,297.15,75.2,7.9284222,36
17853,17-11-58,9,282.15,48.2,9.045803226,49
17854,18-11-58,5,278.15,41,3.608713701,0
17855,19-11-58,10,283.15,50,1.302026095,23
17856,20-11-58,19,292.15,66.2,7.985741381,10
17857,21-11-58,29,302.15,84.2,9.653826833,28
17858,22-11-58,12,285.15,53.6,8.747331851,26
17859,23-11-58,-6,267.15,21.2,3.047235906,3
17860,24-11-58,-7,266.15,19.4,3.502699348,46
17861,25-11-58,9,282.15,48.2,8.862709832,9
17862,26-11-58,13,286.15,55.4,1.783066906,44
17863,27-11-58,24,297.15,75.2,5.828112879,39
17864,28-11-58,5,278.15,41,0.98228514,22
17865,29-11-58,10,283.15,50,0.177375123,46
17866,30-11-58,-7,266.15,19.4,5.302196737,11
17867,01-12-58,8,281.15,46.4,7.189939155,11
17868,02-12-58,14,287.15,57.2,4.206016731,22
17869,03-12-58,25,298.15,77,9.236675916,14
17870,04-12-58,26,299.15,78.8,3.014491,41
17871,05-12-58,15,288.15,59,5.21195402,35
17872,06-12-58,10,283.15,50,6.423568145,36
17873,07-12-58,-4,269.15,24.8,1.358448769,21
17874,08-12-58,25,298.15,77,9.935349363,44
17875,09-12-58,7,280.15,44.6,0.648435497,24
17876,10-12-58,24,297.15,75.2,7.020484745,47
17877,11-12-58,19,292.15,66.2,7.625078351,50
17878,12-12-58,-1,272.15,30.2,4.975494807,10
17879,13-12-58,-8,265.15,17.6,2.591206477,47
17880,14-12-58,17,290.15,62.6,4.288274059,10
17881,15-12-58,11,284.15,51.8,3.644640611,7
17882,16-12-58,-1,272.15,30.2,2.603853999,9
17883,17-12-58,3,276.15,37.4,9.686338477,5
17884,18-12-58,5,278.15,41,0.846708924,48
17885,19-12-58,-9,264.15,15.8,7.330194227,2
17886,20-12-58,-7,266.15,19.4,6.195923593,41
17887,21-12-58,19,292.15,66.2,8.283139047,44
17888,22-12-58,13,286.15,55.4,9.644538717,48
17889,23-12-58,1,274.15,33.8,9.295518202,14
17890,24-12-58,13,286.15,55.4,7.982132813,17
17891,25-12-58,-3,270.15,26.6,8.424863507,26
17892,26-12-58,-5,268.15,23,9.290669122,15
17893,27-12-58,-5,268.15,23,2.86017129,47
17894,28-12-58,30,303.15,86,5.662390622,47
17895,29-12-58,27,300.15,80.6,6.432882121,12
17896,30-12-58,27,300.15,80.6,1.198082734,30
17897,31-12-58,22,295.15,71.6,2.070119416,17
17898,01-01-59,-6,267.15,21.2,2.26007376,32
17899,02-01-59,29,302.15,84.2,6.998303678,15
17900,03-01-59,14,287.15,57.2,7.96977557,20
17901,04-01-59,6,279.15,42.8,0.30128971,14
17902,05-01-59,25,298.15,77,7.194909949,30
17903,06-01-59,15,288.15,59,5.730209862,42
17904,07-01-59,1,274.15,33.8,1.172701961,9
17905,08-01-59,-3,270.15,26.6,0.326957949,47
17906,09-01-59,21,294.15,69.8,7.01147928,12
17907,10-01-59,30,303.15,86,8.026666821,49
17908,11-01-59,-2,271.15,28.4,6.973813698,18
17909,12-01-59,-1,272.15,30.2,1.547154583,46
17910,13-01-59,26,299.15,78.8,1.712405539,24
17911,14-01-59,28,301.15,82.4,3.758766133,19
17912,15-01-59,-9,264.15,15.8,4.372049743,49
17913,16-01-59,-1,272.15,30.2,5.733464117,6
17914,17-01-59,21,294.15,69.8,9.729243915,35
17915,18-01-59,3,276.15,37.4,8.49446976,29
17916,19-01-59,15,288.15,59,9.704779968,4
17917,20-01-59,-1,272.15,30.2,8.955198529,32
17918,21-01-59,28,301.15,82.4,1.276042115,37
17919,22-01-59,17,290.15,62.6,4.626601905,5
17920,23-01-59,18,291.15,64.4,3.585064503,3
17921,24-01-59,14,287.15,57.2,7.080772683,49
17922,25-01-59,6,279.15,42.8,9.811937926,36
17923,26-01-59,-1,272.15,30.2,2.650038418,44
17924,27-01-59,20,293.15,68,1.342066716,39
17925,28-01-59,14,287.15,57.2,0.378234426,15
17926,29-01-59,12,285.15,53.6,0.901669294,2
17927,30-01-59,24,297.15,75.2,8.300236745,13
17928,31-01-59,19,292.15,66.2,1.888580943,8
17929,01-02-59,25,298.15,77,0.784729032,3
17930,02-02-59,24,297.15,75.2,2.726763459,4
17931,03-02-59,5,278.15,41,9.771361486,50
17932,04-02-59,6,279.15,42.8,0.554090879,7
17933,05-02-59,-3,270.15,26.6,1.573928941,14
17934,06-02-59,19,292.15,66.2,9.061983945,3
17935,07-02-59,20,293.15,68,8.666902804,32
17936,08-02-59,1,274.15,33.8,0.5128038,36
17937,09-02-59,5,278.15,41,1.241348561,39
17938,10-02-59,30,303.15,86,9.989151808,31
17939,11-02-59,-5,268.15,23,2.139248434,19
17940,12-02-59,-8,265.15,17.6,3.092579523,46
17941,13-02-59,10,283.15,50,6.364703509,22
17942,14-02-59,5,278.15,41,7.110526475,26
17943,15-02-59,-7,266.15,19.4,7.674991802,42
17944,16-02-59,-3,270.15,26.6,7.32170876,38
17945,17-02-59,23,296.15,73.4,0.440555075,37
17946,18-02-59,-6,267.15,21.2,3.550604373,30
17947,19-02-59,2,275.15,35.6,1.311889074,0
17948,20-02-59,-6,267.15,21.2,4.414307798,30
17949,21-02-59,15,288.15,59,7.412193211,10
17950,22-02-59,4,277.15,39.2,5.520136992,32
17951,23-02-59,28,301.15,82.4,1.295106515,4
17952,24-02-59,12,285.15,53.6,0.01544787,1
17953,25-02-59,28,301.15,82.4,4.519275613,34
17954,26-02-59,23,296.15,73.4,1.049702085,3
17955,27-02-59,10,283.15,50,4.012319493,41
17956,28-02-59,22,295.15,71.6,1.376211541,42
17957,01-03-59,26,299.15,78.8,4.980666091,40
17958,02-03-59,28,301.15,82.4,4.263713783,10
17959,03-03-59,24,297.15,75.2,2.34303916,47
17960,04-03-59,-7,266.15,19.4,1.615890078,26
17961,05-03-59,24,297.15,75.2,0.555707081,1
17962,06-03-59,28,301.15,82.4,0.526761661,10
17963,07-03-59,14,287.15,57.2,0.452874352,30
17964,08-03-59,0,273.15,32,7.737721771,9
17965,09-03-59,14,287.15,57.2,2.701048222,48
17966,10-03-59,16,289.15,60.8,7.755738382,27
17967,11-03-59,0,273.15,32,6.62939725,19
17968,12-03-59,24,297.15,75.2,7.706946301,4
17969,13-03-59,28,301.15,82.4,0.548680683,5
17970,14-03-59,27,300.15,80.6,5.364424234,36
17971,15-03-59,0,273.15,32,1.916462503,40
17972,16-03-59,10,283.15,50,4.201875509,24
17973,17-03-59,6,279.15,42.8,1.270434149,22
17974,18-03-59,7,280.15,44.6,5.594903137,19
17975,19-03-59,9,282.15,48.2,7.743500502,35
17976,20-03-59,15,288.15,59,8.99543102,26
17977,21-03-59,29,302.15,84.2,4.365700124,14
17978,22-03-59,9,282.15,48.2,1.305823237,31
17979,23-03-59,27,300.15,80.6,3.570749509,4
17980,24-03-59,2,275.15,35.6,9.285212148,2
17981,25-03-59,25,298.15,77,1.763949972,35
17982,26-03-59,14,287.15,57.2,8.320809906,35
17983,27-03-59,29,302.15,84.2,7.511458097,30
17984,28-03-59,0,273.15,32,9.580589668,26
17985,29-03-59,0,273.15,32,0.162841053,34
17986,30-03-59,2,275.15,35.6,0.170808415,0
17987,31-03-59,-4,269.15,24.8,7.975862053,5
17988,01-04-59,21,294.15,69.8,8.572555535,25
17989,02-04-59,-5,268.15,23,6.023462467,31
17990,03-04-59,15,288.15,59,8.051131848,21
17991,04-04-59,20,293.15,68,7.356122776,39
17992,05-04-59,22,295.15,71.6,2.358108301,5
17993,06-04-59,12,285.15,53.6,9.309091033,12
17994,07-04-59,26,299.15,78.8,0.817545561,44
17995,08-04-59,22,295.15,71.6,9.900398795,30
17996,09-04-59,-2,271.15,28.4,1.962471747,21
17997,10-04-59,-8,265.15,17.6,2.569637456,26
17998,11-04-59,-6,267.15,21.2,1.585618407,26
17999,12-04-59,18,291.15,64.4,7.02124796,48
18000,13-04-59,-6,267.15,21.2,9.015329278,37
18001,14-04-59,23,296.15,73.4,2.950474965,10
18002,15-04-59,18,291.15,64.4,1.719807021,39
18003,16-04-59,2,275.15,35.6,5.422602764,27
18004,17-04-59,30,303.15,86,6.27485236,6
18005,18-04-59,25,298.15,77,9.133137399,8
18006,19-04-59,6,279.15,42.8,7.126718447,24
18007,20-04-59,-7,266.15,19.4,3.972774896,14
18008,21-04-59,-1,272.15,30.2,5.068465617,41
18009,22-04-59,-9,264.15,15.8,7.742284484,13
18010,23-04-59,4,277.15,39.2,7.623920898,27
18011,24-04-59,6,279.15,42.8,2.889507832,50
18012,25-04-59,7,280.15,44.6,0.918719335,5
18013,26-04-59,11,284.15,51.8,9.21738063,28
18014,27-04-59,21,294.15,69.8,7.193984527,37
18015,28-04-59,29,302.15,84.2,8.822825766,45
18016,29-04-59,25,298.15,77,3.782958623,24
18017,30-04-59,0,273.15,32,8.731582379,18
18018,01-05-59,-9,264.15,15.8,8.747943087,14
18019,02-05-59,-2,271.15,28.4,6.033684037,29
18020,03-05-59,-7,266.15,19.4,9.546825133,33
18021,04-05-59,-1,272.15,30.2,2.719471621,13
18022,05-05-59,9,282.15,48.2,9.044341156,10
18023,06-05-59,21,294.15,69.8,9.769866665,2
18024,07-05-59,3,276.15,37.4,7.450694118,0
18025,08-05-59,-4,269.15,24.8,7.644240496,24
18026,09-05-59,25,298.15,77,5.378222101,25
18027,10-05-59,-8,265.15,17.6,8.814705372,7
18028,11-05-59,18,291.15,64.4,2.662875352,36
18029,12-05-59,7,280.15,44.6,5.733446145,34
18030,13-05-59,25,298.15,77,5.157092833,17
18031,14-05-59,15,288.15,59,1.508883491,14
18032,15-05-59,10,283.15,50,7.03162464,18
18033,16-05-59,4,277.15,39.2,6.888226492,8
18034,17-05-59,-9,264.15,15.8,5.964954597,45
18035,18-05-59,4,277.15,39.2,9.594348738,27
18036,19-05-59,3,276.15,37.4,3.832467042,29
18037,20-05-59,13,286.15,55.4,7.224193595,39
18038,21-05-59,28,301.15,82.4,9.576938084,8
18039,22-05-59,22,295.15,71.6,2.866380111,31
18040,23-05-59,12,285.15,53.6,6.632794421,26
18041,24-05-59,-3,270.15,26.6,3.779905505,11
18042,25-05-59,-5,268.15,23,8.096571798,46
18043,26-05-59,23,296.15,73.4,7.959332406,25
18044,27-05-59,-7,266.15,19.4,9.228648922,2
18045,28-05-59,9,282.15,48.2,8.0979922,50
18046,29-05-59,-6,267.15,21.2,7.735431749,20
18047,30-05-59,-10,263.15,14,5.830176302,26
18048,31-05-59,15,288.15,59,9.634764785,19
18049,01-06-59,10,283.15,50,4.339302037,48
18050,02-06-59,7,280.15,44.6,9.699801753,24
18051,03-06-59,5,278.15,41,3.870340074,13
18052,04-06-59,-3,270.15,26.6,8.553155915,37
18053,05-06-59,8,281.15,46.4,5.294341455,13
18054,06-06-59,14,287.15,57.2,9.323051826,40
18055,07-06-59,30,303.15,86,3.785404268,23
18056,08-06-59,-9,264.15,15.8,9.59495314,10
18057,09-06-59,22,295.15,71.6,2.470531349,48
18058,10-06-59,28,301.15,82.4,7.258778854,2
18059,11-06-59,4,277.15,39.2,4.526038376,40
18060,12-06-59,21,294.15,69.8,2.000178833,13
18061,13-06-59,25,298.15,77,5.272861869,45
18062,14-06-59,-2,271.15,28.4,3.224254862,28
18063,15-06-59,5,278.15,41,2.733278104,2
18064,16-06-59,7,280.15,44.6,3.532661994,19
18065,17-06-59,28,301.15,82.4,1.476207587,11
18066,18-06-59,-10,263.15,14,6.867975876,20
18067,19-06-59,-5,268.15,23,2.401236631,49
18068,20-06-59,11,284.15,51.8,4.363735172,32
18069,21-06-59,7,280.15,44.6,8.639859356,28
18070,22-06-59,9,282.15,48.2,7.30577046,38
18071,23-06-59,6,279.15,42.8,9.782411754,32
18072,24-06-59,3,276.15,37.4,1.600297613,15
18073,25-06-59,-2,271.15,28.4,9.990333927,38
18074,26-06-59,27,300.15,80.6,0.392015764,13
18075,27-06-59,28,301.15,82.4,6.009539499,20
18076,28-06-59,15,288.15,59,4.856022545,28
18077,29-06-59,-3,270.15,26.6,2.335778915,27
18078,30-06-59,-1,272.15,30.2,6.872314771,31
18079,01-07-59,18,291.15,64.4,2.490120317,28
18080,02-07-59,-8,265.15,17.6,7.902469197,3
18081,03-07-59,27,300.15,80.6,9.763947525,10
18082,04-07-59,25,298.15,77,9.282472475,1
18083,05-07-59,2,275.15,35.6,8.964931505,25
